   1.0046908e+00  -2.9199662e-01   1.4008887e-01   1.8130523e+01   3.2077553e+00   4.2908587e+00   8.5988282e+00
   9.6673573e-01  -3.0778432e-01   1.1025405e-01   1.7466623e+01   3.4485575e+00   5.8321585e+00   1.0222105e+01
   1.0014215e+00  -2.9729684e-01   1.0479881e-01   1.7236932e+01   3.6034416e+00   7.5172279e+00   1.1165382e+01
   9.9114297e-01  -3.0659446e-01   1.0170023e-01   1.6890322e+01   3.9083727e+00   8.2097180e+00   1.1284003e+01
   9.9436015e-01  -3.1338096e-01   1.0426935e-01   1.6198717e+01   4.6909389e+00   9.4427315e+00   1.1726144e+01
   9.9332780e-01  -3.2511115e-01   1.0544640e-01   1.6126316e+01   4.8010996e+00   1.0581503e+01   1.2220342e+01
   9.9178770e-01  -3.3967119e-01   1.0964916e-01   1.5757039e+01   4.9492620e+00   1.1302605e+01   1.3345507e+01
   9.8754498e-01  -3.5161178e-01   1.1668247e-01   1.5710852e+01   5.1847314e+00   1.2541854e+01   1.4117599e+01
   9.8240390e-01  -3.6540746e-01   1.2130530e-01   1.5357529e+01   5.7270280e+00   1.4501587e+01   1.5705490e+01
   9.7711270e-01  -3.8240717e-01   1.2592578e-01   1.6122020e+01   6.5260908e+00   1.7528998e+01   1.6686314e+01
   9.6688015e-01  -4.0807896e-01   1.2933021e-01   1.6463526e+01   7.9552977e+00   2.1188496e+01   2.0771118e+01
   9.5305315e-01  -4.3948955e-01   1.3673320e-01   1.4879380e+01   9.3312907e+00   2.5785734e+01   2.3579982e+01
   9.3252505e-01  -4.6639515e-01   1.4294054e-01   1.4117141e+01   1.0547045e+01   2.9988903e+01   2.4833618e+01
   9.1394600e-01  -4.9424961e-01   1.4436634e-01   1.4226465e+01   1.1699969e+01   3.3917255e+01   2.6752215e+01
   8.9070092e-01  -5.2622738e-01   1.4535882e-01   1.5042069e+01   1.2977140e+01   3.6755290e+01   2.6317834e+01
   8.6762761e-01  -5.5220390e-01   1.4841097e-01   1.5558271e+01   1.4048611e+01   3.8519317e+01   2.7484940e+01
   8.4781276e-01  -5.8070570e-01   1.5046977e-01   1.6330911e+01   1.5793342e+01   4.0800721e+01   2.7635868e+01
   8.2865317e-01  -6.1137430e-01   1.5697843e-01   1.6938223e+01   1.6689116e+01   4.0295732e+01   2.6505157e+01
   8.1010031e-01  -6.3900844e-01   1.6226006e-01   1.6957804e+01   1.8044243e+01   4.2112522e+01   2.6417584e+01
   7.9192663e-01  -6.6426041e-01   1.6589715e-01   1.8388348e+01   2.1730769e+01   4.3430519e+01   2.7201731e+01
   7.6676426e-01  -6.8861695e-01   1.7453353e-01   1.9085047e+01   2.3026345e+01   4.4635224e+01   2.8226191e+01
   7.3318968e-01  -7.1059772e-01   1.8268360e-01   2.0732633e+01   2.6122907e+01   4.6712199e+01   2.8587758e+01
   7.0469775e-01  -7.3583848e-01   1.8506663e-01   2.2140040e+01   3.0658283e+01   4.7979239e+01   2.8229344e+01
   6.7626616e-01  -7.6368964e-01   1.8614336e-01   2.2208535e+01   3.3288858e+01   4.7775200e+01   2.8404268e+01
   6.4598737e-01  -7.9316104e-01   1.8457269e-01   2.2564720e+01   3.5315146e+01   4.6030967e+01   2.8615507e+01
   6.1503521e-01  -8.1734422e-01   1.8590251e-01   2.3290751e+01   3.7022007e+01   4.5373436e+01   2.7998027e+01
   5.6996385e-01  -8.3692482e-01   1.9155156e-01   2.5024943e+01   3.8359862e+01   4.6632316e+01   2.3128812e+01
   5.2488248e-01  -8.5618283e-01   1.9353475e-01   2.4981675e+01   3.8314905e+01   4.5333752e+01   2.2892791e+01
   4.8017316e-01  -8.6834321e-01   2.0012340e-01   2.4476443e+01   3.7622378e+01   4.4342825e+01   2.1478790e+01
   4.3503380e-01  -8.7212392e-01   2.0576242e-01   2.4012206e+01   3.7423410e+01   4.2334758e+01   2.1453498e+01
   3.9596037e-01  -8.6998484e-01   2.0788571e-01   2.3295074e+01   3.6476541e+01   4.2533070e+01   2.2036555e+01
   3.4570612e-01  -8.7349004e-01   2.0947617e-01   2.2857634e+01   3.5642800e+01   4.3392592e+01   2.0681568e+01
   3.0079957e-01  -8.6473852e-01   2.1058845e-01   2.1793473e+01   3.4601986e+01   4.4374547e+01   1.9976770e+01
   2.5484071e-01  -8.5576532e-01   2.0459878e-01   2.2244635e+01   3.5171519e+01   4.6909383e+01   2.0763519e+01
   2.1417017e-01  -8.4028082e-01   1.9942161e-01   2.3125787e+01   3.3033016e+01   4.7627202e+01   2.1372883e+01
   1.8158744e-01  -8.2603835e-01   1.9229831e-01   2.3200121e+01   2.9244551e+01   4.9027876e+01   2.0669208e+01
   1.6778390e-01  -8.0722332e-01   1.8163665e-01   2.2932979e+01   2.8280198e+01   4.9652373e+01   1.9791788e+01
   1.5011616e-01  -8.0505329e-01   1.7324536e-01   2.1366556e+01   2.4272131e+01   4.8261790e+01   1.8927987e+01
   1.2138591e-01  -8.0782509e-01   1.6801142e-01   2.1346479e+01   2.0548041e+01   4.9088333e+01   1.9587501e+01
   1.0674008e-01  -8.0788616e-01   1.7283129e-01   2.1213415e+01   1.8212349e+01   5.1684329e+01   1.9413982e+01
   9.7202322e-02  -7.9180739e-01   1.8868148e-01   1.9074938e+01   1.6252195e+01   5.3682531e+01   1.7825166e+01
   9.6523210e-02  -7.7683717e-01   1.9491037e-01   1.6862884e+01   1.3588951e+01   5.2023735e+01   1.8332523e+01
   1.0392218e-01  -7.7607759e-01   1.9888999e-01   1.5231471e+01   1.1274401e+01   5.1156935e+01   1.8429110e+01
   1.2264841e-01  -7.8180730e-01   2.0896372e-01   1.5370583e+01   1.0512130e+01   5.3743536e+01   1.7126659e+01
   1.5187943e-01  -7.8234044e-01   2.1536725e-01   1.5998303e+01   9.5580902e+00   5.3780380e+01   1.5651029e+01
   1.6570461e-01  -7.8658513e-01   2.2343694e-01   1.6089574e+01   8.6651197e+00   5.5576975e+01   1.4050980e+01
